Transaction_ID,User_ID,Transaction_Amount,Transaction_Type,Timestamp,Account_Balance,Device_Type,Location,Merchant_Category,IP_Address_Flag,Previous_Fraudulent_Activity,Daily_Transaction_Count,Avg_Transaction_Amount_7d,Failed_Transaction_Count_7d,Card_Type,Card_Age,Transaction_Distance,Authentication_Method,Risk_Score,Is_Weekend,Fraud_Label
TXN_13213,USER_7989,96.54,Online,2023-12-26 05:30:00,84338.47,Laptop,Mumbai,Restaurants,0,0,6,103.66,4,Discover,71,2806.0,PIN,0.7547,0,1
TXN_39064,USER_2502,26.52,Online,2023-07-27 22:59:00,42034.77,Mobile,Sydney,Travel,0,0,1,369.04,0,Discover,183,2172.63,Password,0.1997,1,0
TXN_11827,USER_1858,234.81,ATM Withdrawal,2023-02-09 15:22:00,70550.06,Mobile,London,Travel,0,0,7,43.64,3,Amex,22,4859.58,Password,0.8518,0,1
TXN_15247,USER_9937,252.68,POS,2023-05-18 00:50:00,36267.95,Mobile,Tokyo,Restaurants,0,1,14,272.17,0,Discover,164,4282.48,Biometric,0.9647,0,1
TXN_5754,USER_9098,18.03,Bank Transfer,2023-11-17 23:01:00,2491.64,Laptop,Sydney,Clothing,0,0,3,71.81,2,Mastercard,234,1658.01,OTP,0.8218,0,0
TXN_13834,USER_6350,45.59,POS,2023-06-22 20:53:00,34876.3,Tablet,New York,Groceries,0,0,4,267.17,3,Discover,111,3174.76,OTP,0.5575,1,0
TXN_15345,USER_5094,21.39,Bank Transfer,2023-11-13 04:11:00,26007.91,Tablet,Sydney,Clothing,0,0,6,161.3,1,Amex,157,3440.95,OTP,0.9595,1,1
TXN_25230,USER_5171,28.62,Online,2023-11-14 17:37:00,9765.99,Laptop,New York,Clothing,0,0,12,171.88,3,Visa,77,781.15,Password,0.8895,1,1
TXN_25042,USER_2437,22.78,Bank Transfer,2023-10-22 20:12:00,54953.02,Laptop,London,Electronics,0,0,2,354.5,2,Amex,196,602.68,Password,0.8771,0,1
TXN_47739,USER_1716,7.42,ATM Withdrawal,2023-03-06 11:29:00,75469.33,Tablet,London,Travel,0,0,12,69.35,0,Amex,28,1315.13,Biometric,0.9625,0,1
TXN_162,USER_4696,69.77,ATM Withdrawal,2023-10-25 21:18:00,40857.54,Laptop,New York,Restaurants,0,0,3,240.12,2,Amex,202,469.63,OTP,0.3551,1,0
TXN_36359,USER_8676,98.39,POS,2023-01-22 12:09:00,8096.37,Mobile,Tokyo,Travel,0,0,6,345.65,4,Visa,160,4671.18,PIN,0.3939,0,1
TXN_45769,USER_9290,181.68,POS,2023-02-05 15:17:00,67499.84,Mobile,Tokyo,Travel,0,1,2,19.52,0,Amex,238,2571.29,OTP,0.3019,0,0
TXN_35176,USER_8552,5.79,POS,2023-12-19 18:45:00,36067.93,Laptop,Sydney,Travel,0,0,14,382.75,0,Mastercard,30,3065.8,Password,0.703,1,0
TXN_25853,USER_9263,30.8,Bank Transfer,2023-12-20 13:15:00,8472.75,Laptop,London,Restaurants,0,0,9,56.46,0,Mastercard,177,1049.92,PIN,0.8489,1,0
TXN_44889,USER_8215,188.97,POS,2023-05-23 03:17:00,69056.35,Mobile,London,Groceries,0,0,14,234.39,0,Discover,176,2701.43,OTP,0.8019,0,0
TXN_38700,USER_2183,71.46,POS,2023-01-13 09:25:00,39360.91,Tablet,Mumbai,Electronics,0,0,14,125.43,0,Visa,70,4198.82,OTP,0.4212,0,0
TXN_46213,USER_6590,68.57,Online,2023-06-01 13:53:00,12601.8,Laptop,London,Restaurants,0,0,11,275.55,1,Mastercard,144,3576.73,OTP,0.9541,1,1
TXN_7803,USER_1104,15.33,ATM Withdrawal,2023-04-08 10:23:00,37170.87,Mobile,London,Groceries,0,0,10,277.24,3,Mastercard,223,1984.09,Biometric,0.5591,0,0
TXN_17466,USER_3934,163.16,POS,2023-03-29 18:55:00,98599.34,Mobile,New York,Travel,0,1,14,284.64,4,Amex,140,695.65,PIN,0.0574,0,1
TXN_21564,USER_5295,73.21,Online,2023-06-17 19:26:00,57489.82,Laptop,London,Travel,0,0,8,136.98,4,Visa,103,3740.86,Biometric,0.7735,1,1
TXN_29904,USER_4367,38.6,POS,2023-06-07 09:54:00,990.47,Tablet,Tokyo,Groceries,0,0,11,208.75,3,Mastercard,232,1358.79,Password,0.7449,1,0
TXN_47199,USER_4475,143.98,Online,2023-09-18 16:10:00,3730.92,Laptop,Tokyo,Restaurants,0,0,10,496.07,3,Mastercard,229,4886.06,OTP,0.8513,0,1
TXN_31980,USER_6085,183.9,POS,2023-03-19 02:05:00,31301.38,Mobile,Tokyo,Clothing,0,0,14,169.61,0,Amex,89,4588.45,PIN,0.5125,0,0
TXN_35705,USER_7231,26.7,Online,2023-12-13 09:14:00,8517.22,Tablet,Mumbai,Electronics,0,0,7,239.13,0,Amex,47,2788.13,Biometric,0.8424,0,0
TXN_34266,USER_5180,32.0,Bank Transfer,2023-05-18 06:01:00,74368.17,Laptop,Sydney,Electronics,0,1,6,92.55,2,Mastercard,64,2156.25,Password,0.3244,1,0
TXN_26068,USER_9923,27.96,ATM Withdrawal,2023-04-08 10:54:00,68007.44,Mobile,London,Clothing,0,0,5,43.62,1,Discover,215,269.97,Biometric,0.914,0,1
TXN_37734,USER_3374,373.51,Online,2023-06-21 09:09:00,72875.17,Tablet,London,Restaurants,0,0,14,156.3,3,Amex,225,3589.7,Biometric,0.8998,1,1
TXN_494,USER_9924,42.02,POS,2023-01-22 05:08:00,54138.2,Tablet,Sydney,Restaurants,0,0,6,324.34,0,Amex,205,3152.36,Biometric,0.932,0,1
TXN_24675,USER_2755,13.71,Bank Transfer,2023-04-11 09:27:00,3969.16,Tablet,Tokyo,Electronics,0,0,14,359.95,0,Amex,227,4874.26,Biometric,0.561,0,0
TXN_20951,USER_2540,20.44,Online,2023-04-13 21:54:00,7377.6,Tablet,Tokyo,Travel,0,0,5,19.04,4,Amex,23,4976.49,PIN,0.7372,0,1
TXN_5785,USER_6755,28.41,Bank Transfer,2023-04-29 17:29:00,80917.42,Laptop,New York,Travel,0,0,4,490.4,3,Amex,181,3209.93,OTP,0.5746,0,0
TXN_18582,USER_4624,4.75,Online,2023-03-05 15:00:00,79236.92,Mobile,Tokyo,Travel,0,1,7,479.84,2,Discover,103,3445.99,OTP,0.4543,1,0
TXN_12699,USER_1016,14.47,POS,2023-08-30 23:58:00,61308.38,Tablet,London,Electronics,0,0,6,58.56,0,Discover,238,3439.28,Password,0.2994,0,0
TXN_10385,USER_7255,183.62,ATM Withdrawal,2023-09-11 21:45:00,80945.77,Laptop,London,Clothing,0,0,3,157.38,2,Discover,32,1445.02,OTP,0.4194,0,0
TXN_30430,USER_5717,6.95,ATM Withdrawal,2023-04-29 02:40:00,45105.12,Mobile,New York,Groceries,0,0,9,60.13,1,Amex,53,771.84,Biometric,0.9581,1,1
TXN_32119,USER_9735,163.02,Bank Transfer,2023-04-07 22:45:00,64394.47,Tablet,London,Electronics,0,0,11,390.31,4,Amex,233,4509.18,OTP,0.0692,1,1
TXN_26000,USER_9731,95.02,Bank Transfer,2023-10-12 03:10:00,89550.93,Mobile,Sydney,Groceries,0,0,5,328.5,1,Amex,226,4095.57,OTP,0.0366,0,0
TXN_49237,USER_7719,74.05,Bank Transfer,2023-12-26 13:17:00,89938.35,Mobile,Mumbai,Groceries,0,1,11,413.95,4,Visa,74,272.53,Password,0.3295,1,1
TXN_24818,USER_1420,38.7,ATM Withdrawal,2023-11-16 22:21:00,21153.8,Laptop,New York,Electronics,0,0,12,125.21,3,Amex,124,4271.07,PIN,0.0861,0,0
TXN_35029,USER_8442,125.31,ATM Withdrawal,2023-07-23 14:09:00,22386.44,Laptop,Sydney,Electronics,0,0,5,153.23,2,Visa,96,4734.99,PIN,0.8132,0,0
TXN_18081,USER_4296,78.66,ATM Withdrawal,2023-12-24 03:35:00,61485.26,Mobile,London,Groceries,0,0,2,57.59,0,Mastercard,56,2266.86,Password,0.1843,0,0
TXN_36829,USER_9023,16.81,Online,2023-07-06 21:53:00,94014.2,Laptop,Sydney,Travel,0,0,3,138.37,0,Amex,46,2967.91,Password,0.15,0,0
TXN_21827,USER_7511,39.39,ATM Withdrawal,2023-01-27 06:33:00,54839.47,Laptop,Tokyo,Clothing,0,0,1,189.16,2,Discover,69,2077.36,PIN,0.8221,0,0
TXN_25368,USER_5587,135.43,Online,2023-09-28 12:02:00,29211.87,Tablet,Mumbai,Restaurants,0,0,3,335.94,0,Amex,69,1272.5,PIN,0.0711,1,0
TXN_35342,USER_1120,114.7,Bank Transfer,2023-11-28 18:41:00,1889.33,Mobile,New York,Clothing,0,0,13,425.83,4,Discover,205,1733.7,Password,0.0086,0,1
TXN_46693,USER_5176,48.31,Bank Transfer,2023-05-13 14:06:00,46936.74,Mobile,Mumbai,Restaurants,0,0,2,100.77,1,Discover,27,1606.27,OTP,0.7335,1,0
TXN_3181,USER_9575,70.45,Bank Transfer,2023-08-04 18:35:00,62940.2,Tablet,Mumbai,Clothing,0,0,6,191.49,3,Amex,168,3278.96,PIN,0.9073,0,1
TXN_28923,USER_1844,12.51,Bank Transfer,2023-04-21 22:20:00,85801.61,Tablet,Mumbai,Groceries,0,0,6,147.59,2,Mastercard,23,1374.02,PIN,0.6863,1,0
TXN_11949,USER_8111,188.86,POS,2023-07-05 18:07:00,36520.49,Tablet,London,Groceries,0,0,2,205.2,3,Discover,233,2152.87,OTP,0.8661,0,1
TXN_21616,USER_8885,114.44,POS,2023-02-27 10:17:00,56502.03,Laptop,Mumbai,Restaurants,0,0,8,492.18,4,Visa,93,1766.71,Password,0.2109,1,1
TXN_42191,USER_5579,160.72,POS,2023-09-23 01:19:00,54388.68,Tablet,Tokyo,Groceries,0,0,6,251.18,3,Visa,55,4611.38,Biometric,0.1691,1,0
TXN_852,USER_8804,26.09,Bank Transfer,2023-03-08 07:59:00,2427.42,Laptop,New York,Electronics,0,0,7,196.42,3,Amex,76,906.87,Biometric,0.3265,0,0
TXN_26622,USER_9783,19.78,POS,2023-03-31 23:27:00,91408.24,Tablet,New York,Groceries,0,1,12,266.83,3,Mastercard,143,4458.5,OTP,0.6442,0,0
TXN_10830,USER_2126,55.16,ATM Withdrawal,2023-10-05 05:03:00,40480.28,Tablet,Mumbai,Clothing,0,0,12,327.12,0,Mastercard,89,4920.17,Password,0.4511,0,0
TXN_30531,USER_1263,83.07,Online,2023-05-23 16:21:00,88005.87,Laptop,Tokyo,Groceries,0,0,5,394.13,2,Visa,69,3949.9,Biometric,0.072,0,0
TXN_15731,USER_7792,5.81,POS,2023-06-19 23:47:00,92026.25,Laptop,New York,Electronics,0,0,10,238.36,1,Visa,93,1068.48,Password,0.3055,1,0
TXN_44756,USER_7190,94.66,Bank Transfer,2023-03-10 06:38:00,4196.71,Laptop,London,Clothing,0,0,13,146.1,4,Amex,220,1559.16,OTP,0.9309,1,1
TXN_11491,USER_4603,2.29,Online,2023-09-27 11:40:00,6494.31,Mobile,Tokyo,Restaurants,0,0,8,209.5,3,Mastercard,192,3506.71,PIN,0.391,0,0
TXN_33701,USER_7053,72.27,ATM Withdrawal,2023-10-02 16:45:00,50835.85,Laptop,Sydney,Groceries,1,0,12,65.38,3,Visa,172,2428.57,PIN,0.5753,0,0
TXN_21623,USER_5916,53.08,ATM Withdrawal,2023-11-10 09:42:00,3645.73,Mobile,London,Restaurants,0,0,6,378.7,2,Discover,181,1794.98,Biometric,0.7109,0,0
TXN_11115,USER_3486,45.8,Bank Transfer,2023-09-22 02:11:00,51900.98,Laptop,Mumbai,Restaurants,0,0,1,47.4,1,Mastercard,97,990.43,OTP,0.6559,0,0
TXN_6605,USER_1012,34.65,Bank Transfer,2023-01-11 18:25:00,49456.26,Mobile,London,Groceries,0,0,14,167.43,0,Discover,8,3451.18,Password,0.8516,0,1
TXN_7357,USER_4324,33.26,ATM Withdrawal,2023-03-30 05:11:00,46492.47,Laptop,Mumbai,Groceries,0,0,12,218.09,1,Mastercard,71,4593.06,PIN,0.7482,0,0
TXN_38521,USER_8368,34.3,ATM Withdrawal,2023-01-30 12:48:00,98004.69,Mobile,New York,Groceries,0,0,12,461.15,0,Amex,179,1892.32,PIN,0.9328,1,1
TXN_34239,USER_7462,219.32,Online,2023-10-29 00:35:00,93639.47,Tablet,New York,Restaurants,0,0,1,120.07,4,Discover,210,3009.14,Password,0.2087,1,1
TXN_10914,USER_6659,172.68,ATM Withdrawal,2023-05-16 21:02:00,97847.27,Mobile,Sydney,Clothing,0,0,6,167.74,2,Discover,153,347.73,OTP,0.4925,0,0
TXN_36772,USER_7704,113.03,ATM Withdrawal,2023-12-10 03:15:00,25268.38,Tablet,Tokyo,Groceries,0,0,6,317.24,3,Visa,59,1916.21,Biometric,0.5781,1,0
TXN_15567,USER_2646,47.85,ATM Withdrawal,2023-03-31 21:11:00,52242.49,Tablet,London,Groceries,0,0,7,82.44,1,Mastercard,232,1310.26,OTP,0.7947,0,0
TXN_17685,USER_3765,55.27,POS,2023-05-26 00:28:00,91625.14,Laptop,London,Travel,0,0,6,158.04,3,Visa,40,1603.27,PIN,0.9312,1,1
TXN_16336,USER_5205,56.52,Bank Transfer,2023-10-18 23:03:00,9006.35,Laptop,Mumbai,Travel,0,0,8,453.48,2,Visa,210,3394.85,OTP,0.4916,0,0
TXN_38388,USER_6097,99.84,Online,2023-08-09 15:46:00,55188.27,Mobile,New York,Travel,0,0,6,168.2,0,Amex,196,925.92,OTP,0.4808,0,0
TXN_5680,USER_3682,113.63,POS,2023-01-10 12:58:00,17420.07,Mobile,London,Groceries,0,0,4,421.19,3,Discover,32,2671.91,PIN,0.7474,0,0
TXN_477,USER_5980,106.6,Bank Transfer,2023-10-14 02:05:00,46569.14,Laptop,London,Restaurants,0,0,8,353.74,4,Mastercard,232,4233.38,OTP,0.4438,1,1
TXN_20632,USER_7460,81.23,Online,2023-11-14 22:07:00,80118.59,Tablet,Tokyo,Electronics,0,0,5,256.22,1,Amex,209,2396.48,PIN,0.5194,0,0
TXN_14741,USER_9783,21.97,Online,2023-04-18 23:42:00,28194.3,Mobile,Tokyo,Groceries,0,0,2,421.51,4,Visa,111,2905.92,OTP,0.8493,0,1
TXN_30701,USER_5291,295.77,Bank Transfer,2023-04-12 16:22:00,20769.31,Laptop,London,Restaurants,0,1,13,384.36,0,Visa,226,315.35,OTP,0.4323,0,0
TXN_18190,USER_7026,215.92,POS,2023-02-13 21:07:00,16816.55,Laptop,Tokyo,Clothing,0,0,1,138.82,4,Discover,55,4988.42,Password,0.5528,0,1
TXN_45076,USER_5412,171.21,ATM Withdrawal,2023-02-21 00:54:00,13329.87,Tablet,Sydney,Groceries,0,0,6,171.5,0,Amex,44,2705.47,Password,0.2471,1,0
TXN_44235,USER_7549,87.24,POS,2023-08-01 06:38:00,60280.81,Tablet,New York,Clothing,0,0,7,486.23,2,Mastercard,34,4000.74,Biometric,0.9513,1,1
TXN_10858,USER_8758,86.33,Bank Transfer,2023-10-27 21:29:00,51500.39,Mobile,New York,Restaurants,0,0,4,460.94,0,Mastercard,4,3040.22,Biometric,0.5839,0,0
TXN_44494,USER_1608,29.21,Bank Transfer,2023-02-20 00:42:00,35979.73,Mobile,New York,Groceries,0,0,8,430.99,2,Visa,168,452.95,Biometric,0.656,0,0
TXN_30572,USER_7849,545.32,Bank Transfer,2023-07-28 01:47:00,85908.15,Tablet,Sydney,Travel,0,0,10,319.8,2,Amex,117,1393.8,Password,0.2804,1,0
TXN_23188,USER_3586,92.32,POS,2023-07-06 15:56:00,67143.73,Laptop,London,Electronics,0,0,13,424.57,3,Visa,215,2484.45,Biometric,0.4311,1,0
TXN_23858,USER_6745,293.36,Bank Transfer,2023-08-06 11:53:00,77574.28,Laptop,Mumbai,Travel,0,0,13,448.47,4,Visa,91,4359.51,Password,0.4124,0,1
TXN_27733,USER_9446,138.37,Online,2023-07-17 15:42:00,42560.23,Tablet,Mumbai,Restaurants,0,0,5,89.25,3,Mastercard,162,1079.48,Biometric,0.5581,1,0
TXN_48294,USER_4517,22.18,Online,2023-12-15 21:36:00,36325.4,Tablet,Sydney,Electronics,0,0,6,243.91,4,Mastercard,178,4736.79,Biometric,0.6631,0,1
TXN_48756,USER_1748,97.04,Bank Transfer,2023-09-18 06:30:00,43421.23,Tablet,London,Groceries,0,0,13,419.27,0,Visa,1,1694.96,Biometric,0.3561,0,0
TXN_18751,USER_9334,53.48,POS,2023-07-29 02:34:00,68218.74,Tablet,Tokyo,Groceries,0,0,2,256.75,3,Visa,215,16.7,PIN,0.0652,0,0
TXN_9897,USER_8730,113.67,ATM Withdrawal,2023-03-17 13:35:00,8497.81,Laptop,London,Restaurants,0,0,3,176.62,3,Discover,81,803.87,PIN,0.2565,0,0
TXN_21958,USER_2939,47.67,Online,2023-01-26 14:08:00,49104.9,Mobile,New York,Clothing,0,0,9,85.14,1,Discover,31,3331.42,Biometric,0.7456,0,0
TXN_16987,USER_6735,187.88,Online,2023-05-18 19:01:00,83190.04,Tablet,London,Groceries,0,0,9,486.15,2,Amex,80,4260.67,Password,0.799,0,0
TXN_25831,USER_9419,38.09,POS,2023-07-04 02:40:00,78288.23,Laptop,Tokyo,Groceries,0,0,4,321.22,4,Discover,234,3431.06,OTP,0.6264,0,1
TXN_3377,USER_9801,76.3,ATM Withdrawal,2023-07-02 23:23:00,76444.39,Tablet,New York,Electronics,0,0,9,387.6,1,Amex,10,954.33,OTP,0.7435,0,0
TXN_22979,USER_8534,47.27,ATM Withdrawal,2023-05-12 02:39:00,5072.15,Laptop,Mumbai,Groceries,0,0,4,390.74,1,Mastercard,112,3137.82,Password,0.8103,0,0
TXN_24476,USER_6113,257.63,ATM Withdrawal,2023-03-24 08:20:00,82241.03,Laptop,Mumbai,Clothing,0,0,5,409.21,3,Discover,56,1144.55,Password,0.8186,0,0
TXN_17424,USER_8691,38.65,POS,2023-09-18 07:18:00,644.45,Laptop,New York,Groceries,0,0,7,331.82,1,Visa,132,1215.07,Password,0.7574,0,0
TXN_8427,USER_4148,158.24,Bank Transfer,2023-08-17 21:42:00,51374.59,Laptop,London,Travel,0,0,5,306.11,4,Visa,94,1389.87,Biometric,0.397,0,1
TXN_48903,USER_9575,53.51,Bank Transfer,2023-03-20 23:44:00,75298.36,Mobile,Sydney,Clothing,0,0,8,200.65,3,Visa,125,4247.38,PIN,0.1443,0,0
TXN_11669,USER_4322,96.17,Online,2023-09-10 09:38:00,76029.46,Laptop,London,Clothing,0,0,10,331.64,3,Amex,161,2452.31,PIN,0.8467,0,0
TXN_17764,USER_4604,53.74,POS,2023-11-03 20:34:00,74194.15,Tablet,Mumbai,Electronics,0,0,1,207.52,4,Amex,103,4942.8,PIN,0.6288,0,1
TXN_32922,USER_5566,35.99,POS,2023-08-16 23:48:00,11950.54,Mobile,Tokyo,Electronics,0,0,7,485.38,3,Mastercard,82,483.08,PIN,0.9739,0,1
TXN_39833,USER_2298,3.5,POS,2023-07-18 17:35:00,90339.92,Laptop,New York,Travel,1,0,3,68.07,3,Amex,81,4169.55,PIN,0.213,0,0
TXN_47584,USER_6137,111.99,Bank Transfer,2023-08-28 02:52:00,77221.71,Mobile,Tokyo,Clothing,0,1,10,495.72,2,Amex,162,4754.3,PIN,0.3403,0,0
TXN_32298,USER_4170,30.63,POS,2023-01-14 21:07:00,8885.12,Laptop,Mumbai,Travel,0,0,11,122.52,2,Visa,152,1609.87,Password,0.7985,1,0
TXN_22467,USER_8697,43.96,POS,2023-04-21 03:13:00,44409.83,Mobile,Tokyo,Groceries,0,1,8,33.69,4,Amex,168,4.26,Biometric,0.8559,0,1
TXN_2639,USER_2900,7.66,POS,2023-09-11 14:02:00,39785.43,Laptop,London,Travel,0,0,4,86.8,1,Mastercard,21,194.7,PIN,0.3986,1,0
TXN_30914,USER_3803,224.19,Online,2023-06-24 10:03:00,94017.19,Laptop,Tokyo,Clothing,0,0,13,194.64,1,Visa,112,4129.71,Biometric,0.8944,0,1
TXN_35819,USER_5550,146.55,Bank Transfer,2023-02-16 08:40:00,39194.81,Tablet,London,Restaurants,0,0,2,207.22,0,Mastercard,78,3340.18,OTP,0.8315,0,0
TXN_3728,USER_2474,9.43,POS,2023-12-23 17:45:00,34284.14,Tablet,Tokyo,Electronics,1,0,2,67.86,2,Discover,46,4137.72,Biometric,0.694,0,0
TXN_11615,USER_1026,35.12,POS,2023-02-07 16:54:00,78099.12,Laptop,New York,Electronics,0,0,9,426.32,1,Visa,164,1625.22,Biometric,0.1904,0,0
TXN_5697,USER_9388,194.62,ATM Withdrawal,2023-04-06 09:34:00,55791.76,Laptop,New York,Restaurants,1,0,4,86.31,2,Discover,225,835.46,Biometric,0.9828,0,1
TXN_22772,USER_3901,40.38,ATM Withdrawal,2023-11-27 00:53:00,21754.21,Mobile,London,Groceries,0,0,10,239.39,0,Visa,5,2895.32,PIN,0.0599,0,0
TXN_45244,USER_4861,5.76,Online,2023-08-21 10:42:00,14361.25,Mobile,New York,Restaurants,0,0,12,60.53,2,Amex,76,1686.83,PIN,0.2218,0,0
TXN_46659,USER_7188,274.13,POS,2023-05-27 11:58:00,83887.91,Laptop,Tokyo,Clothing,0,0,1,234.29,3,Discover,196,2486.61,OTP,0.7533,0,0
TXN_26303,USER_3580,151.52,ATM Withdrawal,2023-12-24 22:16:00,97104.69,Mobile,New York,Travel,0,1,5,356.77,3,Discover,112,4010.24,OTP,0.7742,1,0
TXN_1101,USER_5788,154.71,POS,2023-03-12 18:48:00,24541.47,Mobile,Sydney,Travel,0,0,11,24.32,2,Visa,83,1319.18,Biometric,0.2651,0,0
TXN_18917,USER_7795,193.26,Bank Transfer,2023-03-20 18:12:00,71197.48,Tablet,Sydney,Restaurants,0,0,4,259.28,2,Mastercard,52,3543.39,OTP,0.7584,0,0
TXN_26650,USER_5875,48.62,POS,2023-01-13 13:01:00,48468.57,Laptop,New York,Groceries,0,0,11,434.88,2,Discover,215,3817.48,Biometric,0.3177,0,0
TXN_7151,USER_5439,221.41,ATM Withdrawal,2023-01-25 03:47:00,68633.52,Laptop,New York,Clothing,0,0,2,479.02,3,Mastercard,61,1140.1,PIN,0.1086,0,0
TXN_30658,USER_9013,194.09,POS,2023-02-15 03:26:00,99467.9,Tablet,Mumbai,Restaurants,0,0,8,339.39,1,Mastercard,52,2351.82,Biometric,0.0535,0,0
TXN_26152,USER_3931,210.15,ATM Withdrawal,2023-06-24 00:08:00,73273.7,Laptop,New York,Groceries,0,0,14,439.21,1,Visa,7,4853.22,OTP,0.3063,0,0
TXN_46866,USER_6394,0.06,Bank Transfer,2023-12-18 02:47:00,70115.65,Mobile,London,Travel,0,0,10,236.63,0,Mastercard,81,188.66,PIN,0.3103,0,0
TXN_34399,USER_8861,6.72,POS,2023-06-21 07:04:00,74475.17,Tablet,New York,Groceries,0,0,9,429.54,4,Discover,3,2457.3,Password,0.9791,1,1
TXN_21630,USER_1000,39.41,Bank Transfer,2023-12-03 06:43:00,70995.83,Laptop,Mumbai,Clothing,0,0,2,120.49,1,Visa,73,4851.37,PIN,0.6365,1,0
TXN_42768,USER_7579,50.15,Bank Transfer,2023-09-13 12:38:00,48912.32,Mobile,Mumbai,Groceries,0,0,13,390.64,2,Mastercard,93,1841.39,OTP,0.2595,0,0
TXN_47140,USER_5640,196.98,Bank Transfer,2023-10-01 05:15:00,14332.67,Mobile,Tokyo,Travel,0,0,11,92.07,4,Discover,31,647.69,PIN,0.7787,0,1
TXN_27755,USER_7090,36.68,ATM Withdrawal,2023-06-01 00:12:00,57684.25,Tablet,New York,Groceries,0,0,7,69.76,2,Discover,217,3598.43,Biometric,0.1539,0,0
TXN_6422,USER_1947,11.89,POS,2023-02-17 19:01:00,40156.96,Tablet,London,Groceries,0,0,9,269.15,0,Mastercard,115,3166.34,Biometric,0.7814,0,0
TXN_13422,USER_6307,64.18,Online,2023-03-03 00:16:00,59885.87,Tablet,Tokyo,Groceries,1,0,2,297.97,2,Mastercard,222,3596.47,PIN,0.405,0,0
TXN_49678,USER_6592,301.67,POS,2023-03-20 19:24:00,2419.13,Laptop,New York,Clothing,0,0,9,454.65,2,Mastercard,117,4065.55,OTP,0.5829,0,0
TXN_34556,USER_5785,22.68,ATM Withdrawal,2023-02-04 08:45:00,15586.66,Laptop,New York,Restaurants,0,0,11,417.95,2,Mastercard,109,2126.65,Password,0.442,0,0
TXN_45466,USER_8433,0.24,POS,2023-10-19 22:47:00,66533.0,Laptop,Sydney,Groceries,0,0,10,253.35,0,Amex,87,4942.13,OTP,0.7338,0,0
TXN_37969,USER_9373,186.32,ATM Withdrawal,2023-11-04 19:27:00,97636.94,Tablet,Sydney,Restaurants,0,0,6,388.47,0,Amex,61,4603.3,Biometric,0.1375,0,0
TXN_31301,USER_9704,64.57,ATM Withdrawal,2023-12-11 02:33:00,50920.43,Mobile,Tokyo,Electronics,0,1,11,106.02,2,Visa,128,2595.88,Biometric,0.8742,1,1
TXN_28926,USER_2263,199.33,Online,2023-11-21 04:30:00,18122.37,Mobile,New York,Restaurants,0,0,3,356.61,3,Visa,83,4705.55,Password,0.7588,0,0
TXN_14907,USER_4354,10.27,Bank Transfer,2023-10-10 05:24:00,78220.9,Tablet,Mumbai,Travel,0,0,1,368.01,1,Discover,12,3492.94,Biometric,0.6225,1,0
TXN_13306,USER_6016,145.66,Bank Transfer,2023-01-22 00:37:00,6117.1,Mobile,London,Clothing,0,0,5,221.22,3,Discover,226,1119.95,Biometric,0.8055,0,0
TXN_16627,USER_6546,214.28,Bank Transfer,2023-10-16 18:43:00,62124.13,Laptop,New York,Electronics,0,0,14,208.56,1,Discover,224,4882.55,OTP,0.7388,1,0
TXN_18115,USER_4621,95.94,POS,2023-02-16 17:22:00,29904.61,Tablet,London,Travel,0,0,8,82.89,2,Visa,124,2757.2,Biometric,0.3606,0,0
TXN_16876,USER_4960,80.31,Bank Transfer,2023-01-23 11:28:00,19910.06,Mobile,Sydney,Electronics,0,0,6,176.16,4,Visa,115,2958.65,Biometric,0.4395,0,1
TXN_23376,USER_4083,16.07,Online,2023-06-02 14:25:00,85473.26,Laptop,Sydney,Travel,0,0,9,16.99,4,Mastercard,111,4428.84,OTP,0.7092,0,1
TXN_5765,USER_4815,40.45,ATM Withdrawal,2023-10-04 18:49:00,47811.12,Laptop,New York,Restaurants,0,0,12,216.52,4,Discover,23,1308.01,Biometric,0.0824,1,1
TXN_44237,USER_7216,47.44,Bank Transfer,2023-04-24 14:41:00,91990.35,Mobile,Sydney,Electronics,0,0,12,404.91,0,Amex,148,364.01,Password,0.9936,0,1
TXN_29013,USER_9488,40.82,POS,2023-02-27 20:46:00,90869.67,Mobile,London,Restaurants,0,0,3,253.92,1,Mastercard,153,1189.81,OTP,0.6633,0,0
TXN_3596,USER_5234,13.21,ATM Withdrawal,2023-08-11 20:28:00,91792.71,Tablet,Tokyo,Travel,0,0,2,205.87,4,Visa,52,639.88,OTP,0.6487,0,1
TXN_6017,USER_1687,82.06,POS,2023-09-09 10:55:00,7950.28,Mobile,New York,Groceries,0,1,1,193.5,0,Amex,52,302.33,PIN,0.9414,0,1
TXN_29622,USER_2348,16.14,Online,2023-02-22 09:24:00,20039.88,Mobile,New York,Restaurants,1,0,14,296.07,3,Amex,13,406.81,PIN,0.4809,0,0
TXN_44676,USER_1683,133.36,Bank Transfer,2023-12-06 22:41:00,69414.39,Tablet,New York,Groceries,0,0,10,484.19,0,Amex,75,2337.34,PIN,0.9505,0,1
TXN_22838,USER_2493,39.67,POS,2023-07-03 10:25:00,43525.19,Mobile,Sydney,Groceries,0,1,6,351.56,2,Amex,41,183.14,OTP,0.9761,1,1
TXN_47345,USER_8807,26.79,Online,2023-12-05 13:23:00,94584.26,Tablet,Tokyo,Travel,0,0,6,460.99,1,Discover,168,2758.78,Biometric,0.0423,0,0
